"","X","id","created_at","conceptPast","spectrumLeft","spectrumRight","valuePast","chapter","user","valuePresent","conceptPresent","feedback"
"2386",2386,6261,"2022-12-30 15:08:52.4632+00","the Roman Empire","dominant","submissive",0,"ch2","2564eb8d-9234-492c-b7fb-e1d4a0a59a97",0.334942085,"the European Union","I placed the Roman Empire here because ...it was at times a dictatorship "
"2387",2387,6262,"2022-12-30 15:09:22.345185+00","Hadrian's Wall","peaceful","violent",0.457528958,"ch2","2564eb8d-9234-492c-b7fb-e1d4a0a59a97",0,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...it wasn’t a benign thing"
"2388",2388,6263,"2022-12-30 15:10:03.827719+00","Julius Caesar","celebrated","condemned",0.587837838,"ch2","2564eb8d-9234-492c-b7fb-e1d4a0a59a97",0.3503861,"Jean-Claude Juncker","I placed Julius Caesar here because ...it didn’t end well"
"2391",2391,6266,"2022-12-30 15:18:50.680209+00","Julius Caesar","long-lasting","short-term",0.001930502,"ch2","7eb7ed1d-569e-41fb-9ad2-c36fa67af748",1,"Donald Trump","I placed Julius Caesar here because ... he is so cool"
"2396",2396,6271,"2022-12-30 16:21:32.743621+00","Boudica","inclusive","exclusive",0.01059337,"ch2","b4de2d15-2597-4c23-9c57-f3e30b1bba2c",0.213320463,"the Suffragettes","I placed Boudica here because ... she fought with multiple Celtic tribes"
"2397",2397,6272,"2022-12-30 16:22:15.975245+00","Julius Caesar","refined","crude",0.561776062,"ch2","b4de2d15-2597-4c23-9c57-f3e30b1bba2c",0.473913833,"Napoleon","I placed Julius Caesar here because ... did not understand power of senate"
"2398",2398,6273,"2022-12-30 16:22:57.813771+00","the Roman Empire","secure","insecure",0.585377108,"ch2","b4de2d15-2597-4c23-9c57-f3e30b1bba2c",0.778957529,"the European Union","I placed the Roman Empire here because ...secure due to force and army bases in hostile areas ie Hadrian’s wall"
"2401",2401,6276,"2022-12-31 10:47:31.783921+00","Hadrian's Wall","heroic","deluded",0.193400026,"ch2","42d3ddec-989f-4a05-9cd8-41a5693c4c93",0.507693081,"the US-Mexican border","I placed Hadrian's Wall here because ...it is a wonderful site 



"
"2403",2403,6278,"2022-12-31 10:48:34.933506+00","the Roman Empire","benevolent","malevolent",0.636100386,"ch2","42d3ddec-989f-4a05-9cd8-41a5693c4c93",1,"Nazi Germany","I placed the Roman Empire here because ...they did horrible things 
"
"2411",2411,6286,"2022-12-31 11:38:54.52513+00","Boudica","connecting","dividing",0.352316602,"ch2","bc0f16f4-6169-4a99-b36d-340e03c4f750",0.109073359,"Elizabeth I","I placed Boudica here because ...she United people"
"2422",2422,6297,"2022-12-31 12:43:40.537717+00","the Fall of the Roman Empire","skillful","incompetent",0.939075013,"","",0.815552347,"the End of Nazi Germany","Yes right now I’m not going back to the office and the other one will come in to be a little more than happy for him and he can up 77yyyu with his phone number mso and phone call for your convenience please let us check in the morning if you’re home or do you need me to pick "
"2427",2427,6302,"2022-12-31 12:47:17.946584+00","Julius Caesar","refined","crude",0.554054054,"ch2","a2872bb2-4b2f-46f1-ad59-728be5b1d10a",0.663127413,"Napoleon","I placed Julius Caesar here because ...he is a weirdo
"
"2428",2428,6303,"2022-12-31 12:47:44.971768+00","Hadrian's Wall","civilised","barbaric",0.196911197,"ch2","a2872bb2-4b2f-46f1-ad59-728be5b1d10a",0.494185267,"the Berlin Wall","I placed Hadrian's Wall here because ...it is awesome
"
"2430",2430,6305,"2022-12-31 12:52:26.995773+00","Boudica","dominant","submissive",0.233590734,"ch2","c769aba4-f2cc-484a-a76e-30a776e0ee90",0.487451737,"Elizabeth I","I placed Boudica here because ...she was very strong in battle
"
"2431",2431,6306,"2022-12-31 12:53:09.247135+00","the Roman Empire","civilised","barbaric",0.670849421,"ch2","c769aba4-f2cc-484a-a76e-30a776e0ee90",0.304029664,"the European Union","I placed the Roman Empire here because ...they were idiots"
"2442",2442,6317,"2022-12-31 13:33:49.305909+00","Julius Caesar","multicultural","non multicultural",0.785714286,"ch2","44e26eba-8006-41c2-b53a-c7f1075841c7",1,"Donald Trump","I placed Julius Caesar here because he was a traditional Emperor but not as bad as Trump
"
"2443",2443,6318,"2022-12-31 13:34:29.083043+00","the Roman Empire","peaceful","violent",0.531828891,"ch2","44e26eba-8006-41c2-b53a-c7f1075841c7",1,"Nazi Germany","I placed the Roman Empire here because they conquered but didn’t commit intentional genocide"
"2444",2444,6319,"2022-12-31 13:34:55.893505+00","the Fall of the Roman Empire","refined","crude",0.581056691,"ch2","44e26eba-8006-41c2-b53a-c7f1075841c7",0.262548263,"Scottish independence","I placed the Fall of the Roman Empire here because it was brutal but inevitable "
"2446",2446,6321,"2022-12-31 13:42:31.512907+00","the Roman Empire","regenerating","destructive",0.91023166,"ch2","9e83ef9b-ca72-441a-b2b6-869c1d8940f2",0.905405405,"the USSR","I placed the Roman Empire here because ...it is tyrannical and similar to the ussr
"
"2447",2447,6322,"2022-12-31 13:43:18.339391+00","the Fall of the Roman Empire","secure","insecure",0.75965251,"ch2","9e83ef9b-ca72-441a-b2b6-869c1d8940f2",0.551127253,"Scottish independence","I placed the Fall of the Roman Empire here because ...it was a large empire with a lot of different cultures
"
"2448",2448,6323,"2022-12-31 13:45:31.412427+00","Hadrian's Wall","multicultural","non multicultural",0.372562482,"ch2","9e83ef9b-ca72-441a-b2b6-869c1d8940f2",0.281853282,"the US-Mexican border","I placed Hadrian's Wall  here because the Scot’s and the Britts lived on opposite sides of it
"
"2455",2455,6330,"2022-12-31 14:51:37.105012+00","the Fall of the Roman Empire","moving","fixed",0.978764479,"ch2","51d09415-d576-4762-9afe-737a46444beb",0.202323554,"Scottish independence","Yes right now I’m not going back to the office and the other one will come in to be a little more than happy for him and he can up 77yyyu with his phone number mso and phone call for your convenience please let us check in the morning if you’re home o"
"2456",2456,6331,"2022-12-31 14:52:23.827807+00","Hadrian's Wall","practical","symbolic",0.846525097,"ch2","51d09415-d576-4762-9afe-737a46444beb",0.494666729,"the US-Mexican border","I placed Hadrian's Wall here because ... it held back many things. Like people and horses"
"2459",2459,6334,"2022-12-31 15:08:49.625798+00","the Fall of the Roman Empire","moving","fixed",0.203667954,"ch2","435b1ca2-e23e-428d-b445-1cdea90d4fdc",0.222007722,"Brexit","I placed the Fall of the Roman Empire here because ...it took a long time and depended where you were as to how it seemed.
"
"2460",2460,6335,"2022-12-31 15:09:26.725875+00","the Roman Empire","long-lasting","short-term",0.497104247,"ch2","435b1ca2-e23e-428d-b445-1cdea90d4fdc",0.710390894,"the British Empire","I placed the Roman Empire here because ...it lasted quite a long time
"
"2467",2467,6342,"2023-01-03 11:33:27.947642+00","Hadrian's Wall","reassuring","worrying",0.354247104,"ch2","b162855d-7497-4263-be36-86d27a248c0f",0.47972973,"the US-Mexican border","I placed Hadrian's Wall here because ...I have no feelings about Hadrian’s wall but certainly not worrying
"
"2468",2468,6343,"2023-01-03 11:34:07.691321+00","Boudica","civilised","barbaric",0.685328185,"ch2","b162855d-7497-4263-be36-86d27a248c0f",0.365830116,"Theresa May","I placed Boudica here because ...kills with physical weapons
"
"2471",2471,6346,"2023-01-03 11:51:00.341511+00","Boudica","native","foreign",0.175675676,"ch2","f2d63a07-8f8f-4271-ae57-43225fa4b742",0.167953668,"the Suffragettes","I placed Boudica here because ...she was queen of the Iceni

"
"2472",2472,6347,"2023-01-03 11:52:08.44488+00","Julius Caesar","free","controlled",0.338803089,"ch2","f2d63a07-8f8f-4271-ae57-43225fa4b742",0.491312741,"Donald Trump","I placed Julius Caesar here because ...he made himself the emperor"
"2473",2473,6348,"2023-01-03 11:52:44.57162+00","the Roman Empire","benevolent","malevolent",0.5,"ch2","f2d63a07-8f8f-4271-ae57-43225fa4b742",0.868725869,"Nazi Germany","I placed the Roman Empire here because ...it was good and bad"
"2482",2482,6357,"2023-01-03 12:34:05.380633+00","the Roman Empire","benevolent","malevolent",0.573359073,"ch2","2a73774d-759b-4eb6-820e-a74e46f7b5a7",0.800163122,"Nazi Germany","I placed the Roman Empire here because ...not all bad (spartica)
"
"2491",2491,6366,"2023-01-03 12:53:11.569031+00","Hadrian's Wall","celebrated","condemned",0,"ch2","7feb9cc6-dfd3-4b42-9b5a-8c1f6ba73a54",1,"the US-Mexican border","I placed Hadrian's Wall here because ...enough time has passed "
"2492",2492,6367,"2023-01-03 12:53:55.287974+00","Boudica","free","controlled",1,"ch2","7feb9cc6-dfd3-4b42-9b5a-8c1f6ba73a54",0,"Margaret Thatcher","I placed Boudica here because ...kidnapped then poisoned herself to escape rape and being killed "
"2502",2502,6377,"2023-01-03 14:07:12.146069+00","Boudica","celebrated","condemned",1,"ch2","51f39172-b6b2-440e-a81e-68b7ef0c8882",0.72972973,"Margaret Thatcher","I placed Boudica here because ...She was brutal"
"2504",2504,6379,"2023-01-03 14:10:21.663434+00","Hadrian's Wall","refined","crude",0,"ch2","51f39172-b6b2-440e-a81e-68b7ef0c8882",1,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...It is a wall"
"2513",2513,6388,"2023-01-03 15:07:39.038218+00","the Fall of the Roman Empire","progressive","regressive",1,"ch2","57f69085-908f-4be1-8777-7e55c0dafd35",0,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... I am sure

"
"2525",2525,6400,"2023-01-03 16:06:49.970446+00","Julius Caesar","native","foreign",0.799197871,"ch2","4dc28c79-7381-42b6-a6fc-ddb638dd15eb",0.666023166,"Napoleon","I placed Julius Caesar here because ... he’s roman"
"2526",2526,6401,"2023-01-03 16:07:15.447697+00","Boudica","celebrated","condemned",0.016867501,"ch2","4dc28c79-7381-42b6-a6fc-ddb638dd15eb",0.335907336,"Elizabeth I","I placed Boudica here because ... she is a girl boss "
"2530",2530,6405,"2023-01-04 11:21:30.933317+00","Hadrian's Wall","skillful","incompetent",0.219111969,"ch2","12fa1780-e47f-41a8-a461-eed1d7e9f783",0.523166023,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...it is the shortest distance coast to coast and easier to defend"
"2531",2531,6406,"2023-01-04 11:22:40.031308+00","Boudica","regenerating","destructive",0.270247037,"ch2","12fa1780-e47f-41a8-a461-eed1d7e9f783",0.246138996,"Margaret Thatcher","I placed Boudica here because ...she was effective in defending her people"
"2533",2533,6408,"2023-01-04 11:47:16.367281+00","Hadrian's Wall","heroic","deluded",0.251930502,"ch2","d1446e9c-2f20-4d7f-8a85-c828f24a7281",1,"the Berlin Wall","I placed Hadrian's Wall here because ... it saved the romans."
"2534",2534,6409,"2023-01-04 11:47:52.41297+00","Julius Caesar","regenerating","destructive",0.492801371,"ch2","d1446e9c-2f20-4d7f-8a85-c828f24a7281",0.86969112,"Napoleon","I placed Julius Caesar here because ...he was bad and good."
"2546",2546,6421,"2023-01-04 12:09:59.181748+00","the Roman Empire","long-lasting","short-term",0.013513514,"ch2","76827cc8-da7e-401e-b091-701e65e8cf2f",0.402509653,"the USSR","I placed the Roman Empire here because ...it lasted longer than the ussr "
"2548",2548,6423,"2023-01-04 12:10:56.483369+00","Boudica","reassuring","worrying",0.327220077,"ch2","76827cc8-da7e-401e-b091-701e65e8cf2f",0.318532819,"the Suffragettes","I placed Boudica here because ...they are both revolutionaries "
"2549",2549,6424,"2023-01-04 12:11:40.801411+00","Hadrian's Wall","heroic","deluded",0.472972973,"ch2","76827cc8-da7e-401e-b091-701e65e8cf2f",0.468146718,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...it is a similar barrier point"
"2550",2550,6425,"2023-01-04 12:31:54.818529+00","Boudica","practical","symbolic",1,"ch2","8e9e12d9-ccd8-4038-8091-3485a5e4acc4",0.634139602,"Elizabeth I","I placed Boudica here because ...it is unclear whether she even existed the way she is described and her value is more in the idea of her."
"2551",2551,6426,"2023-01-04 12:32:17.504886+00","the Fall of the Roman Empire","heroic","deluded",0.994208494,"ch2","8e9e12d9-ccd8-4038-8091-3485a5e4acc4",1,"the End of the British Empire","I placed the Fall of the Roman Empire here because ...no empire can last :)"
"2552",2552,6427,"2023-01-04 12:32:52.465131+00","Julius Caesar","long-lasting","short-term",0.705598456,"ch2","8e9e12d9-ccd8-4038-8091-3485a5e4acc4",0.530888031,"Vladimir Putin","I placed Julius Caesar here because ...many of his plans stayed unfulfilled.
"
"2553",2553,6428,"2023-01-04 12:37:13.46998+00","Julius Caesar","inclusive","exclusive",1,"ch2","05c25139-72d6-4146-b86a-4ecba20a29c9",0.504826255,"Napoleon","I placed Julius Caesar here because ... he invaded Britain in 55-54BC"
"2554",2554,6429,"2023-01-04 12:40:18.578505+00","Hadrian's Wall","long-lasting","short-term",0.488416988,"ch2","05c25139-72d6-4146-b86a-4ecba20a29c9",0.357142857,"the Anglo-Scottish border","I placed Hadrian's Wall here because ... it is still here but it was built in 122 AD so it is in ruins but it will still be there for a bit of time"
"2555",2555,6430,"2023-01-04 12:41:37.5814+00","the Fall of the Roman Empire","regenerating","destructive",0.755791506,"ch2","05c25139-72d6-4146-b86a-4ecba20a29c9",0.5452363,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because ... mount vesuvius destroyed Pompeii "
"2561",2561,6436,"2023-01-04 14:23:45.413651+00","the Roman Empire","benevolent","malevolent",0.616795367,"ch2","13ebc055-d567-4d29-b596-19c5a5a632cf",0.945945946,"the USSR","I placed the Roman Empire here because ...it was useful but oppressive."
"2562",2562,6437,"2023-01-04 14:24:24.164197+00","Boudica","long-lasting","short-term",0.808821512,"ch2","13ebc055-d567-4d29-b596-19c5a5a632cf",0.378776756,"Margaret Thatcher","I placed Boudica here because ... she dead
"
"2573",2573,6448,"2023-01-04 14:55:20.358578+00","Hadrian's Wall","civilised","barbaric",0.885135135,"ch2","89a9dbda-c11c-42ca-892f-3faa781117af",0.735521236,"the Berlin Wall","I placed Hadrian's Wall here because ...Scottish people shouldn’t be segregated "
"2575",2575,6450,"2023-01-04 14:56:26.197108+00","the Roman Empire","moving","fixed",0.879213082,"ch2","89a9dbda-c11c-42ca-892f-3faa781117af",0.658267342,"the USSR","I placed the Roman Empire here because ...old fashioned and very questionable ideas "
"2579",2579,6454,"2023-01-05 11:30:58.644937+00","Hadrian's Wall","secure","insecure",0.052123552,"ch2","c91cf905-3f84-4c75-8efe-d0dc91d33173",0.508687259,"the Anglo-Scottish border","I placed Hadrian's Wall here because I think it’s safe.
"
"2586",2586,6461,"2023-01-05 12:25:01.74739+00","the Fall of the Roman Empire","free","controlled",0.628378378,"ch2","17a28267-19b7-4ce0-b6b7-843115fd32ed",0.47972973,"Scottish independence","I placed the Fall of the Roman Empire here because it is both controlled by fate and free will."
"2587",2587,6462,"2023-01-05 12:26:23.267041+00","Hadrian's Wall","progressive","regressive",0.488416988,"ch2","17a28267-19b7-4ce0-b6b7-843115fd32ed",0.610979471,"the US-Mexican border","I placed Hadrian's Wall here because it was progressive at the time, now we may think the changes the Roman’s made were regressive.
"
"2588",2588,6463,"2023-01-05 12:27:05.80415+00","Julius Caesar","native","foreign",0.916023166,"ch2","17a28267-19b7-4ce0-b6b7-843115fd32ed",0.913127413,"Donald Trump","I placed Julius Caesar here because he’s from Rome, he isn’t native to here.
"
"2592",2592,6467,"2023-01-05 14:52:42.794732+00","Boudica","skillful","incompetent",0,"ch2","6d4edd20-8c5f-4b4c-a19d-facbe4551b6e",0,"the Suffragettes","I placed Boudica here because ... horrible histories7"
"2602",2602,6476,"2023-01-06 12:01:22.161887+00","the Roman Empire","moving","fixed",0.507722008,"ch2","0e12076a-8edf-4658-b49c-4c947082f4cf",0.862424048,"Nazi Germany","I placed the Roman Empire here because ...I don’t feel it was as violent."
"2613",2613,6487,"2023-01-06 14:12:56.380252+00","Boudica","multicultural","non multicultural",0.508687259,"ch2","6cf63ed8-33b9-47da-bb14-6523075dd934",1,"Margaret Thatcher","I placed Boudica here because ...she was interesting "
"2614",2614,6488,"2023-01-06 14:13:34.543566+00","the Roman Empire","reassuring","worrying",1,"ch2","6cf63ed8-33b9-47da-bb14-6523075dd934",0.640926641,"the European Union","I placed the Roman Empire here because ... take over and brutal rule "
"2619",2619,6493,"2023-01-06 14:35:01.44524+00","Julius Caesar","dominant","submissive",0,"ch2","a567db1f-a73f-49a3-b562-70665df8e060",0.828185328,"Donald Trump","I placed Julius Caesar here because ...he seemed to be in power for longer"
